Age,Grade,Gender,Race,SES_Quartile,ParentalEducation,SchoolType,Locale,TestScore_Math,TestScore_Reading,TestScore_Science,GPA,AttendanceRate,StudyHours,InternetAccess,Extracurricular,PartTimeJob,ParentSupport,Romantic,FreeTime,GoOut
15,10,Female,Two-or-more,2,SomeCollege,Public,City,74.75452229861637,72.35421681010527,77.8067655010931,3.4622044096384585,0.912157273443986,1.3385272957269327,1,1,0,0,0,4,3
18,12,Female,White,2,<HS,Public,Suburban,58.10317277149236,82.75137221871167,70.97086750117575,3.078482933527057,0.8731087863624013,1.5058245780902415,1,1,1,0,1,1,3
15,10,Male,White,3,<HS,Public,City,76.14306076995763,76.10523008730667,75.81901044829824,3.5256130434910347,0.9194742359886174,0.855472088460803,1,1,0,0,0,2,2
16,11,Male,Black,1,Bachelors+,Public,City,83.69889783430312,87.90015191391063,85.56801942147098,3.47775683454,0.9633769460560496,1.480633867479867,0,1,0,1,0,2,2
15,10,Male,Hispanic,3,SomeCollege,Public,Rural,80.56282664418558,94.25611074251718,92.49639821376688,3.726426074852093,0.9832223956767432,1.2904998582411946,0,0,0,0,0,3,1
14,9,Female,White,4,HS,Public,City,78.86591261409619,84.98202063487535,77.92861000855012,3.09359959509104,0.8909441790760336,0.5156453259280994,1,1,0,1,0,3,3
15,10,Female,White,4,Bachelors+,Public,Rural,88.44943086196834,85.38825870685255,85.80500491337264,3.36662192668333,0.943811815105014,0.9015836495907216,1,0,0,1,0,4,3
14,9,Male,Black,2,HS,Public,Rural,67.85334149236074,64.5302527911514,59.61918133818238,2.6624484496182874,0.8709710276281587,0.6094219133960959,1,1,0,0,0,5,1
16,11,Female,Other,3,SomeCollege,Public,Suburban,73.07978173948504,66.3738420104226,77.4793507128619,2.59027276600257,0.8792212747920625,1.344324747824775,1,0,0,0,1,2,2
14,9,Male,White,3,SomeCollege,Public,Suburban,79.89595987800016,81.81171515489358,86.09801842632035,3.213664541568485,0.9312749276671722,1.7957946976477972,1,0,0,0,1,4,1
15,10,Female,White,1,<HS,Public,City,63.29005352369683,66.20450648279322,57.59624166792549,2.4291119701996746,0.8268991638567825,0.7690832630679733,1,0,1,0,0,3,3
14,9,Female,White,4,SomeCollege,Public,Rural,78.06055195690516,78.66736742138897,72.40618937856945,3.036264775508606,0.8916198795571778,1.5660758962223338,1,1,0,1,1,5,2
18,12,Male,Hispanic,4,SomeCollege,Public,Suburban,72.68831873137756,69.05571199584259,76.42088229288312,2.9712220172978374,0.9147926540165838,0.8540623480404026,1,0,0,1,0,4,4
17,12,Female,Black,3,Bachelors+,Public,City,72.47667218010454,78.93369869738032,77.27346850325819,2.938157225371189,0.9105801394009576,1.3251778820565965,1,1,0,0,0,1,2
15,10,Female,White,4,Bachelors+,Public,Suburban,70.4194422862488,65.48935837126986,62.11368950710864,2.971127428638366,0.8606745246896953,0.6712184887658856,1,0,0,1,0,3,3
17,12,Female,White,1,HS,Public,Town,73.09824829694253,64.20933515345672,64.72358268734264,3.137797655075656,0.8353393490482708,0.9079231323837328,1,0,0,0,0,4,4
18,12,Female,White,2,HS,Public,City,68.12041237062176,75.50887350446418,64.13650395144823,3.0586759532922767,0.8709362434997883,1.3139785790903415,1,1,0,0,0,2,2
17,12,Male,White,3,Bachelors+,Public,City,51.19255061392181,53.36132102176738,50.65828153042308,1.971217141029677,0.7865819495378128,0.7387243649507296,1,1,0,1,0,2,2
17,12,Female,Hispanic,1,HS,Public,City,85.92065288919548,85.71935431237085,79.69726543586502,3.760488655001267,0.9376657164716428,0.8884294214573509,0,0,0,0,0,1,2
15,10,Female,Asian,4,HS,Private,City,89.6076285280069,92.66742329179122,93.9530767008966,3.523319781090206,0.9695958215236178,1.1189023031992045,1,1,0,1,0,2,1
18,12,Female,White,2,HS,Public,Suburban,90.9960830445726,90.72601289434016,90.5353323230021,3.6503339421740657,1.0,1.2538302921769278,1,1,0,0,1,2,3
16,11,Female,White,2,<HS,Public,City,60.8797455660098,64.2979814710597,69.81025126032522,3.304616912815097,0.8541808434835816,0.8286228450875678,0,1,0,0,1,2,1
14,9,Female,Black,2,HS,Public,City,77.34699998762026,68.31771864860517,65.59403087538398,2.280621839802542,0.8655048041337194,0.2603942466946339,1,1,0,0,0,2,1
15,10,Male,Black,1,HS,Public,Rural,75.65068206192775,71.63443656836901,81.41535221946377,3.26853468250119,0.931622005104522,1.3044422875811574,0,1,0,0,0,4,2
18,12,Male,Hispanic,3,SomeCollege,Public,Suburban,70.79123979094967,74.02446454054413,74.23937339998393,2.776970977315865,0.8852602315305335,1.072668424627434,1,1,0,0,0,3,1
18,12,Male,Two-or-more,1,HS,Public,Suburban,87.40674692126397,89.43756941389371,86.97278819459662,3.381626474331888,0.9704595957246136,1.1002383918511578,1,0,0,0,0,3,2
14,9,Female,White,4,HS,Private,Suburban,69.84618984596209,65.04919863464211,74.86297869559657,3.008515960942045,0.8665737120839307,1.06725436487141,1,1,0,0,0,4,3
17,12,Female,Two-or-more,1,HS,Private,City,78.82596535448788,72.48618189063765,63.10983583725489,2.7590095012128577,0.8959355815768288,0.9132422828618212,0,0,0,0,0,1,4
14,9,Female,Hispanic,1,<HS,Public,Rural,66.31545996072961,69.90366049798922,78.97172423862388,2.573206978022358,0.8677331401511351,0.572435925758235,1,0,0,0,0,4,2
18,12,Female,Asian,2,SomeCollege,Public,Suburban,79.24599590455153,77.247905128057,76.42931419496144,3.143503915984168,0.9156967342914486,1.2314289003855563,1,0,0,0,1,2,2
16,11,Male,Hispanic,2,SomeCollege,Public,Rural,64.49915417633808,67.7481693199653,64.17896999786345,2.924097815716522,0.8578235621915948,1.0817833074210044,1,0,1,0,1,4,3
17,12,Male,White,4,Bachelors+,Public,City,60.672849783576304,61.775831352665136,66.50546846642351,2.533852686567402,0.8340656916484827,1.0107030358349498,1,0,1,1,0,3,3
17,12,Female,Hispanic,3,HS,Public,Suburban,87.57198671066797,74.29745967992793,85.2471308687317,3.0360812977879887,0.9412004401590796,0.774239510582978,1,1,0,1,1,3,3
16,11,Male,Hispanic,1,HS,Public,City,68.96214679022009,77.29100107347219,77.17328359883341,3.1118316208462367,0.9212429779321376,1.2792074988696058,1,0,0,0,0,3,3
18,12,Female,White,4,Bachelors+,Public,Suburban,77.92845023142748,89.84421732719788,82.20737846401965,3.254738275868105,0.9436566855513966,1.2247280788721329,1,1,0,1,0,4,1
16,11,Male,Black,2,SomeCollege,Public,Suburban,98.29913251574588,89.25843915685907,93.14552393389826,3.7066922178116974,1.0,1.504487461655648,1,0,0,1,0,4,1
17,12,Male,Hispanic,2,SomeCollege,Public,Town,89.93308470478381,82.88304807660421,74.62189103919083,3.505466844524748,0.9305217545489964,1.37931936980858,1,0,0,1,1,2,4
18,12,Male,Black,2,HS,Private,City,72.69499382870953,71.52988846521416,74.43398739005936,3.2623887744801774,0.8706511639805721,1.7150783638188432,1,1,0,0,0,4,1
17,12,Male,Hispanic,4,SomeCollege,Public,City,68.07444355108571,64.03691587862988,61.915553460538405,2.8181549072502605,0.8600001380683711,0.5249052316699481,1,1,0,0,0,2,1
14,9,Female,White,2,SomeCollege,Public,Suburban,89.69609288164142,91.0407288854291,86.08494068147807,3.1790758780261283,0.9652906757710684,1.3141866267385718,1,1,0,0,0,3,3
16,11,Male,White,1,<HS,Public,Suburban,78.8578921459086,88.7346848849689,81.73854739590057,3.233786662593061,0.9592920563156322,1.1808007259279116,1,1,0,0,0,3,2
14,9,Female,Asian,2,SomeCollege,Public,Rural,89.5164128210732,81.02845038103975,72.87459382614203,3.304671734388298,0.9439941328221974,0.8897654287231018,1,1,0,1,0,5,2
18,12,Male,White,3,SomeCollege,Public,Suburban,78.37895667535867,79.31683611055125,80.41974488888235,3.3507699545978915,0.9216518117590724,0.6413387479457355,1,1,1,1,1,3,2
15,10,Male,White,1,HS,Public,City,69.94608358775515,77.63155094657886,73.8166931820632,3.041832217937746,0.9272107160673438,1.094508311683662,0,1,0,1,0,4,2
15,10,Male,White,4,Bachelors+,Public,Town,57.68863053334677,64.10181587389876,72.50643221054851,2.761696290408955,0.8553619868535343,1.3019702762553311,1,1,0,1,0,4,1
14,9,Male,White,3,SomeCollege,Private,Suburban,78.58285660586654,70.28389866724731,68.17917775169312,2.914020309985861,0.8737301169869404,1.0326516664477434,1,1,0,0,0,3,3
16,11,Male,White,1,SomeCollege,Public,Rural,74.93054587358634,66.65862762153554,70.69361001472538,2.7574415524300813,0.8624392318596357,1.276470709239479,1,0,0,1,0,3,1
15,10,Male,Hispanic,2,<HS,Public,City,66.1172865051339,63.065570935142745,62.70603695094255,2.850815016200189,0.8883771372047234,0.5965371605711159,1,0,0,0,0,5,1
16,11,Male,White,1,<HS,Public,Suburban,53.11932370633561,61.24712712652202,57.68077784847637,2.8568877150774235,0.8543460725572437,0.2946964118096628,1,1,0,0,0,3,3
16,11,Male,White,1,HS,Public,City,75.90237870927217,63.89362390813786,72.1320788263352,2.917884392397941,0.8453350197012586,0.6411423446549838,1,0,0,0,1,3,2
16,11,Male,White,3,HS,Public,Town,73.40051526881096,84.13951087726974,80.24786779033394,2.9757996202545414,0.9037424721787044,0.8557545591382616,1,0,0,1,0,2,3
17,12,Male,Two-or-more,3,SomeCollege,Public,Suburban,76.98019322332532,77.594093758898,79.62892161312242,2.656462275344185,0.909610542782031,0.7390863075861929,1,0,0,0,0,4,2
15,10,Male,Asian,3,SomeCollege,Public,Town,78.23437653551403,69.44217948325891,64.4507144451969,2.421073084918671,0.8923022299015309,0.6399581763533215,1,1,0,1,0,1,1
18,12,Male,Hispanic,1,<HS,Public,Suburban,81.63784047356819,80.3499478529694,70.46717596466061,2.947104184911256,0.8954123722820636,1.3398980055793852,1,1,1,0,0,3,3
18,12,Male,Black,3,HS,Public,City,76.38524977900158,62.52232568180551,63.783525480620256,2.462240960905186,0.876327537003641,1.0262987771691865,1,1,0,1,0,4,3
14,9,Female,White,4,SomeCollege,Public,City,64.08006583085846,54.46988781194985,63.34302660374694,1.8556503250533884,0.8023141495684917,0.715904720382186,1,1,0,1,0,3,1
17,12,Male,Black,2,Bachelors+,Public,Suburban,81.6009380799179,88.89451766685134,88.10816954325512,3.181752679365951,0.9876047045900358,1.3473384602854008,1,1,0,1,0,3,2
15,10,Female,Two-or-more,3,HS,Private,City,55.39552750001653,64.56452269547047,69.00084775347398,2.5799389059220803,0.8503366389813347,0.987011187128622,1,1,0,0,0,2,3
15,10,Male,Black,1,<HS,Public,Suburban,77.20297949570032,77.15126121970445,77.6362266972825,2.7637763426930744,0.9211737588365796,0.7344414027155568,1,1,1,0,0,4,4
16,11,Female,Hispanic,3,Bachelors+,Public,City,76.07659533219802,81.27784779374737,77.25444983533687,3.543171499442621,0.9089048050764006,1.2616009428615222,1,1,0,1,0,4,2
16,11,Female,Black,1,HS,Public,City,69.02897537672328,71.25527915958092,71.1645216334385,3.175970543928309,0.8687351639770295,0.2510948128933344,1,1,0,1,0,3,2
15,10,Female,White,3,<HS,Private,Suburban,72.64354124417797,76.15517683296734,86.16103780545947,2.829114088828648,0.9003157721690644,0.6076210817389984,1,1,1,0,0,3,1
14,9,Male,Asian,4,Bachelors+,Private,Suburban,86.45137480738202,84.13101582618039,84.95999102881979,3.76287230573744,0.9325979030632984,0.6911339895274033,1,1,0,1,0,3,2
18,12,Female,White,1,<HS,Public,Rural,86.00407877374309,72.68179888973631,74.87415750931444,3.640436014851157,0.91892838306111,0.9533211844118576,1,1,0,0,0,3,2
16,11,Male,Asian,3,Bachelors+,Public,City,74.20631114534005,67.21409480238114,70.78381424767288,2.758192058959441,0.8486554523062904,0.6875525435213237,1,1,0,1,1,5,2
15,10,Female,Black,3,<HS,Public,City,76.50789497179541,67.39702597241823,87.78879384654965,3.210083703339917,0.890226310380018,1.2439535588436654,1,1,0,0,0,2,2
18,12,Male,White,4,HS,Public,City,79.36314985103867,72.393244874276,68.9530335795723,2.806412758684464,0.8869241876462427,1.6264112739884802,1,0,0,0,1,3,2
18,12,Male,White,3,SomeCollege,Public,Suburban,72.8617425633628,79.08823106104177,79.97710176351643,2.422622891347027,0.94514234302143,1.0114149647460096,1,1,0,1,0,2,1
16,11,Male,White,4,SomeCollege,Private,Rural,69.22820290422787,81.64566248191153,78.08149423313854,3.046127814401039,0.895920128660952,1.1030770541821813,1,0,0,1,0,4,4
18,12,Male,White,1,<HS,Public,Rural,81.92416279684485,83.69143187226155,82.71455996640341,3.250506214311067,0.9439817726580344,1.1174590282731138,1,1,0,0,0,5,2
16,11,Male,White,2,<HS,Private,Suburban,83.45202581316816,77.9279739764356,88.6559123774752,4.0,0.9577611915476484,0.9697738774526734,1,1,0,0,1,2,4
18,12,Female,White,3,SomeCollege,Public,Town,65.64413258970185,72.33903194170661,64.67808450314361,2.21612650578158,0.8491171493464154,0.5705071584456594,0,1,0,0,1,2,1
16,11,Female,White,2,SomeCollege,Public,City,71.22552165359427,82.1740450730405,74.07591372819549,2.503472088062976,0.8989884935466901,1.2508089116334884,1,1,0,0,0,5,1
16,11,Female,White,3,HS,Public,Town,53.46950665270474,65.13393723976057,59.7282578685486,2.311022976647506,0.8259319247691577,0.4949959659329481,1,0,0,0,1,1,4
17,12,Female,Hispanic,4,Bachelors+,Public,City,70.53671203086631,76.0200197390955,72.2981339925703,2.749242118754266,0.9140508045749144,0.963725714236626,1,0,0,0,0,4,2
14,9,Male,White,2,HS,Private,Town,70.27190195815488,65.64899542775068,75.53328909050393,3.100355313898839,0.8444926262427499,0.6446083328924566,1,0,0,0,0,3,3
14,9,Male,White,2,<HS,Public,City,87.51824472700373,80.62884309159163,82.05734212655692,3.4665283250714944,0.9328820155329398,1.1158178539740842,1,1,0,1,0,4,2
16,11,Female,White,4,HS,Public,City,79.46317342637862,72.20600249996907,83.96804741520239,3.4207184826804227,0.909098009989467,1.360635088236539,1,1,0,0,0,4,3
14,9,Female,White,1,HS,Public,City,80.98737768012126,81.85715523933477,85.68004078836586,3.717425104852477,0.9340757302311804,1.773459798615597,1,0,0,1,0,3,2
17,12,Male,Hispanic,2,HS,Public,Suburban,74.24285951752563,67.69411535752678,76.14147841172112,3.209740806442748,0.8632010564882081,1.4665358773323172,1,0,1,1,0,3,3
14,9,Male,Black,2,HS,Public,Suburban,62.45550431135685,56.69965569046106,59.2923203963022,2.284990660654929,0.836312454377562,0.8308323096442161,0,1,0,1,1,2,2
15,10,Male,White,4,<HS,Public,Suburban,63.20492793807863,71.86189341615179,67.67857926831255,2.7870460014293013,0.842318217081545,1.1508412927799758,1,0,1,0,0,3,3
14,9,Male,White,4,Bachelors+,Private,Suburban,85.20431222021094,79.0355082521275,70.1666158271414,3.016609191860972,0.937188724185721,0.6512491931360873,1,0,0,1,0,2,2
15,10,Female,Hispanic,4,SomeCollege,Public,City,72.62968527171519,87.71085502969571,88.0663986216424,3.5202249954236406,0.9358778346680782,1.0881470870428185,1,1,1,0,0,3,3
17,12,Male,White,1,<HS,Public,Rural,85.98594415002475,84.65674071649306,83.96532426157528,3.4823938132020222,0.9669107566841556,1.5210640332711978,1,1,0,0,0,4,1
17,12,Male,White,4,Bachelors+,Public,Town,81.05939192026601,90.97121636761842,81.9675570236004,3.656535350954417,0.9363665648180298,0.9234568157919752,1,0,0,1,0,2,2
17,12,Male,Black,2,SomeCollege,Public,Rural,84.0261009339408,95.8919469132149,83.88102897122265,3.930963928134656,0.9807567037233832,1.0735092518156673,1,0,1,1,0,4,1
18,12,Male,Hispanic,4,SomeCollege,Public,Rural,69.99133088663878,72.3772411143797,73.88877057410527,2.2961531150974874,0.900229911081163,1.2858549108999542,1,1,0,0,1,1,4
15,10,Female,White,4,HS,Public,City,93.58723825958884,80.66992846877524,82.75962212012946,3.597207618355424,0.9233019458179376,0.9005849766420283,1,1,0,0,0,3,1
17,12,Female,Hispanic,2,SomeCollege,Public,Suburban,72.98018268270229,75.38068335912435,72.39581358826408,2.4740084209994264,0.9074260593241014,1.035529125130164,1,0,1,0,1,4,2
18,12,Female,Hispanic,1,<HS,Private,Suburban,75.74274965362447,80.25089775948021,81.53098920998416,3.215235518218237,0.9492078270804358,0.8251107523775973,1,0,0,0,1,2,2
17,12,Male,White,4,Bachelors+,Public,Suburban,85.2874212822226,90.13763154032532,88.22635671436767,3.3445205975978736,0.99515559746583,1.162064818764901,1,1,1,1,0,3,1
18,12,Male,Hispanic,3,<HS,Public,City,60.560673353481,68.67689807045727,66.27321426964052,2.745927237644561,0.8391823832666477,1.1786166760670769,1,1,1,0,0,3,1
14,9,Male,Hispanic,1,SomeCollege,Public,City,89.55810360909281,74.21198884617444,68.83711301505217,2.561750140926642,0.9265421908672818,1.2131028829636252,1,0,0,1,0,3,3
17,12,Female,White,2,HS,Public,Rural,82.89405835142409,62.26473160434168,73.87020196787684,2.7507064118579767,0.898048952319375,0.7524799745737487,1,0,0,1,0,2,4
17,12,Female,Asian,2,SomeCollege,Public,Suburban,68.47021332291028,61.53951932131863,54.22631856426169,2.433272541981748,0.825252071533663,0.5671023900704278,1,0,0,0,0,3,3
14,9,Male,White,4,Bachelors+,Public,Rural,88.57618749417819,82.15676712343375,94.63684090854544,3.8206267601771606,0.9728202158223568,1.1923191872352443,1,0,1,1,0,2,4
18,12,Male,Hispanic,3,SomeCollege,Public,Rural,61.08051407740727,58.292136238728204,64.3969939095386,2.0332056998413823,0.8254029249538767,1.3156639458009054,1,0,0,1,0,2,1
16,11,Female,White,4,Bachelors+,Public,Rural,78.93161701734054,81.56468869733226,71.96345881400575,2.761622954348128,0.931780156864886,1.0855161601652663,1,0,0,1,0,1,2
14,9,Male,Hispanic,2,SomeCollege,Private,Suburban,76.65969401365177,65.31203486978292,64.7414598587749,1.999443640847577,0.8755141490721733,0.7799316877421726,1,1,0,0,0,2,4
15,10,Female,Two-or-more,1,<HS,Public,Suburban,81.09802829390009,73.47879444219666,76.93015214774906,3.15859589899196,0.8951350063898701,1.6396266850928254,1,1,0,0,0,1,3
18,12,Male,White,4,<HS,Public,Rural,84.68101914341713,86.90196239838326,88.14062701988833,3.3738126822850165,0.9353238093280308,1.6684709983321353,1,0,1,0,0,4,1
15,10,Male,White,3,HS,Public,Rural,63.46734699106962,66.793275979884,67.26677843836686,2.8984450400360093,0.8572894707973885,0.6926629281911576,1,0,1,0,0,4,2
18,12,Male,White,4,SomeCollege,Public,Suburban,79.69953710654394,81.50397546411693,82.23197752806324,2.776856016952362,0.9149094482206254,0.6396501306793947,1,1,0,0,1,3,2
18,12,Female,White,1,<HS,Public,Rural,87.54338439282218,89.45685435504869,80.84287973695136,3.6461551301348543,0.9872412333422782,1.08608227351729,0,1,0,0,0,2,2
17,12,Male,White,2,HS,Private,Suburban,68.66543096930063,64.68339858167963,71.51591679513908,2.7318424936124157,0.83230986527133,1.298129713941001,1,1,0,0,1,3,3
18,12,Male,White,4,Bachelors+,Private,City,82.25285164777941,73.09493817937945,86.53736434458291,3.292211786120549,0.9381032679776456,1.4999078240163977,1,0,0,1,1,4,2
15,10,Male,Black,4,SomeCollege,Public,Suburban,68.72983456691159,83.9642578584928,71.6327839695516,3.300447093522436,0.9000331588260737,1.2025526566931508,1,0,0,0,0,2,1
17,12,Male,White,3,Bachelors+,Public,Suburban,77.47269028310151,70.66912024271323,80.95686672910281,3.514580631595453,0.9278914811166804,0.7224978877911188,1,0,0,1,0,2,1
14,9,Female,Hispanic,2,Bachelors+,Public,Suburban,89.50971083519286,84.27184039071028,99.14889272735446,3.2650003489784063,0.9490926508310604,1.290934711864954,1,0,0,0,0,3,3
14,9,Male,White,4,HS,Private,Rural,83.98510728890216,77.90804267273752,86.62160840295417,3.1166246037957963,0.9380850761939132,0.9531670356382932,1,1,1,0,0,3,3
18,12,Female,White,2,<HS,Public,Suburban,54.80940351581757,52.05728519831706,62.827711785743176,2.672054249532336,0.8201721108038137,0.3265857409272606,1,0,0,0,0,3,4
17,12,Female,White,3,HS,Private,Suburban,59.21014400847636,57.70094072919361,73.43135624091592,2.8361111908349663,0.8570739022917504,0.8341954982264177,1,0,0,1,0,1,1
15,10,Male,Hispanic,3,Bachelors+,Public,City,89.5801432739051,85.87381646411288,74.45364601057125,2.96426466158286,0.9365110764850612,0.9904841668377456,1,0,0,1,0,2,2
18,12,Male,Hispanic,2,SomeCollege,Public,City,72.0776653667324,78.33284711361136,76.27627786572135,3.0413287118219943,0.8920733151005087,0.7918830312188339,0,0,0,1,0,2,2
16,11,Male,Hispanic,4,Bachelors+,Private,City,68.83578590903505,61.73906338607261,72.26453578164605,2.4996699023086992,0.8298530196969081,0.9852142801935296,1,0,0,1,0,3,3
15,10,Male,Hispanic,4,Bachelors+,Public,Town,81.23353155457195,66.22082234735149,73.2712690031261,2.9781738031716443,0.8776185104244733,1.515941300178852,1,1,0,1,1,2,1
18,12,Male,White,2,HS,Public,City,64.52840574348666,51.85319928547469,62.20488100639302,2.565580707139401,0.859968381222603,0.6898139469574829,1,0,0,0,1,1,3
16,11,Female,White,1,HS,Public,Suburban,81.79273313786405,72.22006154707846,76.71483486815994,3.0400376684784387,0.8757663408165965,0.7001857648764478,0,1,0,0,1,4,1
16,11,Male,White,2,HS,Public,Rural,69.91818986423316,66.24897063828321,61.59706137783905,1.505156572230666,0.8771869967252828,0.5768214009478358,1,1,0,0,1,2,2
14,9,Male,White,1,SomeCollege,Public,Suburban,57.210078339477406,75.73316225413312,72.2058899906889,2.909757185722429,0.8691181144150244,1.0135013248209823,1,1,0,1,0,2,1
17,12,Female,White,3,Bachelors+,Public,Suburban,68.09304923992407,68.86163531617598,73.57602405394246,2.8953720063607573,0.8728603322786602,1.3312733447425371,1,1,0,1,0,2,3
17,12,Female,Hispanic,4,SomeCollege,Private,Rural,70.98971082212448,69.88849516614653,75.87523227655842,2.4861565835889827,0.8749635001097255,1.0767428691025844,1,0,0,1,0,4,2
16,11,Female,Black,1,SomeCollege,Public,Suburban,67.51979770191431,72.11006246982934,70.52956919170727,2.650303080012284,0.8992308592579403,0.4102526631437189,1,1,0,0,0,4,3
17,12,Female,Two-or-more,3,Bachelors+,Public,Rural,84.12975144232,90.7462182792318,90.19824579516666,3.372424961751457,0.9792676461968766,1.2555012009754811,1,1,0,1,1,2,5
16,11,Male,White,1,<HS,Public,City,99.03840446010126,91.40737141832427,87.41574493476233,4.0,0.971876700276483,1.531947821372155,1,1,0,1,0,4,2
16,11,Female,Hispanic,1,<HS,Public,Suburban,83.35870123560342,83.28720442807946,90.19835116373316,3.205745386561045,0.9496530599308668,1.7262985173813008,0,0,0,0,0,3,1
17,12,Male,White,1,HS,Public,Suburban,81.09712238996748,83.28317106635741,81.63531580854647,3.301940230979706,0.9205334549337,1.2161038791759011,1,1,0,1,0,2,3
14,9,Female,Hispanic,4,SomeCollege,Public,City,79.41999433676361,73.84577795379323,69.57239468357332,3.0391405813115675,0.8838425355503622,0.5104307129479833,1,0,1,0,0,3,1
14,9,Male,White,4,<HS,Public,City,52.72850159567719,54.25861348311032,50.48789118523426,2.468841023064724,0.80264028485392,0.5530809815391062,1,1,0,0,0,3,2
16,11,Female,White,3,HS,Public,Suburban,92.28690360481892,73.76581382177089,72.9236425040001,2.899349924606072,0.9167999326660562,1.3621523282411137,1,1,0,0,1,3,2
18,12,Female,Hispanic,4,SomeCollege,Private,City,84.50597447268714,80.8717158072989,78.13788295988914,2.956845291517556,0.9290290431135396,1.041247744564495,1,0,0,1,0,4,3
14,9,Female,White,4,Bachelors+,Public,Suburban,83.90321580708948,87.92137493666498,89.47430825439871,3.1236769576495487,0.9443170731272312,0.9951406524460608,1,0,0,0,0,5,1
17,12,Male,Black,3,HS,Public,Rural,56.77965870322053,64.13854866910211,59.709057993022256,2.5563816011720557,0.836636159379398,0.8155122135871824,1,1,0,1,1,3,1
18,12,Female,Two-or-more,2,HS,Private,Rural,85.06321690862623,71.35106872901636,72.89566418956163,3.2832683095461563,0.9124967075306222,0.7955955221537532,1,0,0,0,0,2,2
16,11,Female,Hispanic,3,SomeCollege,Public,Town,69.19166558946141,69.77294459159025,60.695174764091576,3.0156035179353458,0.8686019301769989,0.9015217849484926,1,0,1,1,0,3,2
14,9,Female,White,2,SomeCollege,Public,Suburban,73.89648241240504,65.8428988063283,76.42933407677354,2.727062641785062,0.876294639173484,0.8428775903864428,1,0,0,0,0,4,2
15,10,Female,Two-or-more,1,<HS,Public,Town,65.27678282070177,54.20143388605194,70.33390049209967,2.3248234768545784,0.8347495947173148,1.207807793133396,1,0,0,0,0,4,1
16,11,Male,Black,1,Bachelors+,Public,Suburban,75.77159142358391,74.98314740015535,83.8074600834479,3.7037278693474582,0.9115459023698772,1.4222519908776128,1,0,1,0,0,3,2
14,9,Male,Asian,4,SomeCollege,Public,City,86.1543510533938,89.20698215313662,81.70647967149795,3.098607077564873,0.9453973008446218,1.268760262611126,1,0,0,1,0,3,2
15,10,Female,Black,2,SomeCollege,Public,Town,77.46171876375814,71.75438564658373,69.83527117295387,3.163391346795495,0.8639984140688859,0.390441531384698,0,1,0,1,0,3,2
15,10,Female,White,3,HS,Public,City,79.69112153000796,68.83623996400509,82.99775996132504,3.1280079570977635,0.9347726062877508,0.7067590559259138,1,1,0,1,0,2,1
18,12,Female,White,2,SomeCollege,Public,Town,80.87223560461885,68.7504564182453,84.59726831623556,3.897127859121013,0.9230234171162566,1.0271103728804205,1,1,0,0,1,2,3
14,9,Male,White,3,HS,Public,Rural,65.23373852262353,65.66043429334354,64.56598248458475,2.688036929948836,0.8319655387392474,0.7762096887126712,1,0,1,0,0,5,5
18,12,Male,White,1,HS,Public,Suburban,93.93270615283504,75.66722273229057,86.05796418587575,4.0,0.9618661052997745,1.297856146298481,1,1,0,0,0,3,1
17,12,Male,White,1,<HS,Public,City,58.74143717394135,66.21873257372671,64.31079183154645,2.7888663034272656,0.8281054652824714,0.4399422160190362,1,1,0,0,0,3,3
16,11,Male,Two-or-more,3,HS,Public,City,56.35418902673231,56.55440687788405,52.14944626607216,2.1199324068258987,0.7803571041473428,1.0299586987857807,1,0,0,0,0,4,1
14,9,Male,Two-or-more,4,SomeCollege,Private,City,73.20806687140195,80.93984195597577,71.92713317788031,3.0199399935079154,0.9040130251437885,1.2842661970571805,1,1,0,0,0,3,2
15,10,Female,Black,2,SomeCollege,Public,City,81.22121924444295,76.51416972937692,88.00337809846197,3.419142766415584,0.9536977251641864,1.102962845760498,1,1,0,0,1,5,4
17,12,Female,Hispanic,2,SomeCollege,Public,Town,77.94927138355973,74.48944742052086,81.14977959082957,3.3643222458605986,0.9012697437071754,0.6888185111040419,1,0,0,0,1,5,2
18,12,Male,White,2,Bachelors+,Public,Town,77.55991701082691,78.45978939604022,80.0334362550141,3.523840966477001,0.915908352843336,1.30130684184399,1,0,0,1,0,2,1
14,9,Male,White,1,<HS,Private,Town,73.18353166319984,75.18581882339167,80.96349032607735,2.845955174876465,0.8971780068434937,1.2942339219171974,0,0,0,0,0,3,1
15,10,Male,White,2,<HS,Public,Town,91.4952244134096,78.67393750058778,83.43553049062504,3.5614808807989946,0.9623150550197774,1.4309521265236065,1,1,0,0,0,2,2
16,11,Female,Black,4,SomeCollege,Public,Rural,65.04114255298539,62.08407422535885,76.6606410526323,2.622021024209278,0.8474211153440416,0.9927441852659756,1,0,0,0,0,3,2
15,10,Female,White,3,<HS,Public,Rural,79.22252511844819,76.68777010959417,83.99859934491207,3.5766324188362018,0.9352730560288808,1.081088406949323,1,0,0,0,1,1,2
14,9,Male,White,2,SomeCollege,Public,Suburban,75.03166543077151,83.27746791404475,78.93506905553309,2.771067577203432,0.93846916108033,1.3223159923470122,1,0,0,1,0,2,2
14,9,Male,White,3,HS,Public,Suburban,61.30515960270767,67.1913982147867,69.60149165021947,2.139410314605554,0.856570087059779,0.8856491557915408,1,1,0,0,0,2,1
